id,Machine failure,prob
136637,0,0.0036
136638,1,0.9978
136639,0,0.0058
136640,0,0.0112
136641,0,0.0024
136642,0,0.002
136643,0,0.046
136644,0,0.001
136645,0,0.001
136646,0,0.001
136647,0,0.0112
136648,0,0.0189
136649,0,0.0019
136650,0,0.0056
136651,0,0.0011
136652,1,0.9956
136653,0,0.0016
136654,0,0.0021
136655,0,0.0055
136656,0,0.0044
136657,0,0.0042
136658,0,0.0019
136659,0,0.0024
136660,0,0.0018
136661,0,0.0037
136662,0,0.0136
136663,0,0.0026
136664,0,0.0189
136665,0,0.0015
136666,0,0.0005
136667,0,0.0181
136668,0,0.0033
136669,0,0.0023
136670,0,0.0042
136671,0,0.002
136672,0,0.0024
136673,0,0.0018
136674,0,0.0007
136675,0,0.0032
136676,0,0.0024
136677,0,0.003
136678,0,0.0014
136679,0,0.0019
136680,0,0.0067
136681,0,0.0019
136682,0,0.0018
136683,0,0.0016
136684,0,0.0037
136685,0,0.0124
136686,0,0.0026
136687,0,0.005
136688,0,0.0065
136689,0,0.0074
136690,0,0.0037
136691,0,0.0141
136692,0,0.0024
136693,0,0.001
136694,0,0.001
136695,0,0.0016
136696,0,0.0054
136697,0,0.0007
136698,0,0.0067
136699,0,0.005
136700,0,0.0019
136701,0,0.0024
136702,0,0.0011
136703,0,0.0087
136704,0,0.0008
136705,0,0.0007
136706,0,0.0015
136707,0,0.0045
136708,0,0.0108
136709,0,0.0002
136710,0,0.002
136711,0,0.0038
136712,0,0.0005
136713,0,0.0017
136714,0,0.0143
136715,0,0.0081
136716,0,0.0014
136717,0,0.0051
136718,0,0.0152
136719,0,0.003
136720,0,0.0002
136721,0,0.0027
136722,0,0.0012
136723,0,0.0019
136724,0,0.0022
136725,0,0.0025
136726,0,0.0015
136727,0,0.0014
136728,0,0.0009
136729,0,0.0032
136730,0,0.0009
136731,0,0.011
136732,0,0.0024
136733,0,0.0021
136734,0,0.0015
136735,0,0.0016
136736,0,0.0022
136737,0,0.001
136738,0,0.0021
136739,0,0.0068
136740,0,0.0026
136741,0,0.0259
136742,0,0.0029
136743,0,0.0031
136744,0,0.0023
136745,0,0.0054
136746,0,0.0024
136747,0,0.0025
136748,0,0.0012
136749,0,0.0008
136750,0,0.004
136751,0,0.0018
136752,0,0.0008
136753,0,0.0165
136754,0,0.0017
136755,0,0.0121
136756,0,0.0012
136757,0,0.0102
136758,0,0.0016
136759,0,0.0023
136760,0,0.0016
136761,0,0.0012
136762,0,0.0259
136763,0,0.0026
136764,0,0.0016
136765,0,0.0038
136766,0,0.0038
136767,0,0.0058
136768,0,0.0017
136769,0,0.0025
136770,0,0.002
136771,0,0.0035
136772,0,0.0162
136773,0,0.001
136774,0,0.0015
136775,0,0.0132
136776,0,0.0005
136777,0,0.0013
136778,0,0.0026
136779,0,0.0027
136780,0,0.0006
136781,0,0.0051
136782,0,0.0022
136783,0,0.0005
136784,0,0.0013
136785,0,0.0028
136786,0,0.0025
136787,0,0.005
136788,0,0.0126
136789,0,0.0024
136790,0,0.0007
136791,0,0.0026
136792,0,0.0056
136793,0,0.0012
136794,0,0.0055
136795,0,0.0037
136796,0,0.0033
136797,0,0.0029
136798,0,0.0042
136799,0,0.0027
136800,0,0.0023
136801,0,0.0015
136802,0,0.0029
136803,0,0.0016
136804,0,0.0014
136805,0,0.0037
136806,0,0.0009
136807,0,0.0025
136808,0,0.0018
136809,0,0.001
136810,0,0.0047
136811,0,0.0097
136812,0,0.0007
136813,0,0.0188
136814,0,0.0028
136815,0,0.0008
136816,0,0.001
136817,0,0.0011
136818,0,0.0072
136819,0,0.0008
136820,0,0.0011
136821,0,0.0011
136822,0,0.0126
136823,0,0.002
136824,0,0.0008
136825,0,0.0015
136826,1,0.9988
136827,0,0.0004
136828,0,0.0012
136829,0,0.0042
136830,0,0.002
136831,0,0.0012
136832,0,0.0022
136833,0,0.0008
136834,1,0.9967
136835,0,0.0025
136836,0,0.0023
136837,0,0.0021
136838,0,0.0022
136839,0,0.0007
136840,0,0.0031
136841,0,0.0051
136842,0,0.0025
136843,0,0.0013
136844,0,0.0032
136845,0,0.0034
136846,0,0.0018
136847,0,0.001
136848,0,0.0023
136849,0,0.0023
136850,0,0.0029
136851,0,0.002
136852,0,0.0048
136853,0,0.0046
136854,0,0.0024
136855,0,0.0037
136856,0,0.0232
136857,0,0.0033
136858,0,0.0029
136859,0,0.0011
136860,0,0.0017
136861,0,0.0011
136862,0,0.0061
136863,0,0.0009
136864,0,0.0005
136865,0,0.0031
136866,0,0.0028
136867,0,0.0072
136868,0,0.0013
136869,0,0.0028
136870,0,0.0037
136871,0,0.0008
136872,0,0.0032
136873,0,0.0009
136874,0,0.0007
136875,0,0.0018
136876,0,0.0013
136877,0,0.0033
136878,0,0.0005
136879,0,0.0056
136880,0,0.0027
136881,0,0.0037
136882,0,0.0008
136883,0,0.0009
136884,0,0.0019
136885,0,0.0141
136886,0,0.0014
136887,0,0.0018
136888,0,0.0075
136889,0,0.0031
136890,0,0.0023
136891,0,0.0024
136892,0,0.0017
136893,0,0.0024
136894,0,0.0007
136895,0,0.0015
136896,0,0.0013
136897,0,0.0043
136898,0,0.0021
136899,0,0.002
136900,0,0.002
136901,0,0.0022
136902,0,0.0019
136903,0,0.0006
136904,0,0.0032
136905,0,0.0021
136906,0,0.001
136907,0,0.0025
136908,0,0.0013
136909,0,0.002
136910,0,0.0045
136911,0,0.0036
136912,0,0.0077
136913,0,0.0087
136914,0,0.0011
136915,0,0.0035
136916,0,0.001
136917,0,0.0027
136918,0,0.0009
136919,0,0.003
136920,0,0.0011
136921,0,0.0078
136922,0,0.0017
136923,0,0.0012
136924,0,0.0011
136925,0,0.0006
136926,0,0.0007
136927,0,0.0015
136928,0,0.0021
136929,0,0.0031
136930,0,0.0025
136931,0,0.0113
136932,0,0.0053
136933,0,0.0014
136934,0,0.0038
136935,0,0.0017
136936,0,0.0063
136937,0,0.0009
136938,0,0.0011
136939,0,0.0012
136940,0,0.0018
136941,0,0.015
136942,0,0.0016
136943,0,0.0013
136944,0,0.0903
136945,0,0.0086
136946,0,0.0052
136947,0,0.0029
136948,0,0.0009
136949,0,0.0047
136950,0,0.0017
136951,0,0.0025
136952,0,0.0008
136953,0,0.0022
136954,0,0.0005
136955,0,0.0019
136956,0,0.0013
136957,0,0.0021
136958,0,0.0033
136959,0,0.0017
136960,1,0.9975
136961,0,0.0078
136962,0,0.0019
136963,0,0.0085
136964,0,0.0051
136965,0,0.0106
136966,0,0.0124
136967,0,0.0023
136968,0,0.0095
136969,0,0.0007
136970,0,0.0051
136971,0,0.0038
136972,0,0.0044
136973,0,0.0041
136974,0,0.0005
136975,0,0.0089
136976,0,0.0016
136977,0,0.0042
136978,0,0.0021
136979,0,0.0013
136980,0,0.0008
136981,0,0.001
136982,0,0.0029
136983,0,0.0013
136984,0,0.0014
136985,0,0.0153
136986,0,0.0019
136987,0,0.0056
136988,0,0.0016
136989,0,0.0028
136990,0,0.0006
136991,0,0.0018
136992,0,0.0007
136993,0,0.0011
136994,0,0.0058
136995,0,0.0145
136996,0,0.0023
136997,0,0.005
136998,0,0.0028
136999,0,0.0031
137000,0,0.0161
137001,0,0.0017
137002,0,0.0032
137003,0,0.0029
137004,0,0.0449
137005,1,0.9995
137006,0,0.0004
137007,0,0.0016
137008,0,0.0034
137009,0,0.0109
137010,0,0.0048
137011,0,0.0044
137012,0,0.0128
137013,0,0.0055
137014,0,0.0009
137015,0,0.0105
137016,0,0.0052
137017,0,0.0013
137018,0,0.002
137019,0,0.0015
137020,0,0.0279
137021,0,0.0106
137022,0,0.001
137023,0,0.0017
137024,0,0.0028
137025,0,0.001
137026,0,0.0152
137027,0,0.0029
137028,0,0.0021
137029,0,0.0013
137030,0,0.0073
137031,0,0.0087
137032,0,0.0037
137033,0,0.004
137034,0,0.0058
137035,0,0.0132
137036,0,0.0043
137037,1,0.9967
137038,0,0.0037
137039,0,0.0014
137040,0,0.0011
137041,0,0.0084
137042,0,0.0008
137043,0,0.0022
137044,0,0.0011
137045,0,0.0009
137046,0,0.0013
137047,0,0.0016
137048,0,0.0053
137049,0,0.0072
137050,0,0.0008
137051,0,0.0034
137052,0,0.0067
137053,0,0.0026
137054,0,0.0012
137055,0,0.003
137056,0,0.001
137057,0,0.0012
137058,0,0.0023
137059,0,0.0063
137060,0,0.0008
137061,0,0.0013
137062,0,0.0083
137063,0,0.0058
137064,0,0.0041
137065,0,0.013
137066,0,0.0064
137067,0,0.0011
137068,0,0.0018
137069,0,0.0025
137070,0,0.003
137071,0,0.0018
137072,0,0.0009
137073,0,0.0016
137074,0,0.0059
137075,0,0.0029
137076,0,0.0007
137077,0,0.0018
137078,0,0.0016
137079,0,0.004
137080,0,0.0041
137081,0,0.004
137082,0,0.0011
137083,0,0.0003
137084,0,0.0023
137085,0,0.0057
137086,0,0.0049
137087,0,0.0016
137088,0,0.0109
137089,0,0.0015
137090,0,0.0024
137091,0,0.0008
137092,0,0.0075
137093,0,0.0051
137094,0,0.0113
137095,0,0.004
137096,0,0.0011
137097,0,0.0085
137098,0,0.0068
137099,0,0.003
137100,0,0.0011
137101,0,0.0029
137102,0,0.0046
137103,0,0.0122
137104,0,0.0006
137105,0,0.001
137106,0,0.0202
137107,0,0.0024
137108,0,0.0015
137109,0,0.0016
137110,0,0.0091
137111,0,0.0194
137112,1,0.9919
137113,0,0.018
137114,0,0.001
137115,0,0.0008
137116,0,0.0061
137117,0,0.0011
137118,0,0.0025
137119,0,0.0094
137120,0,0.0017
137121,0,0.001
137122,0,0.0046
137123,0,0.0015
137124,0,0.0129
137125,0,0.0008
137126,0,0.0007
137127,0,0.0037
137128,0,0.0012
137129,0,0.0018
137130,0,0.0017
137131,0,0.0029
137132,0,0.0019
137133,0,0.0015
137134,0,0.0134
137135,0,0.0065
137136,0,0.001
137137,0,0.0008
137138,0,0.0027
137139,0,0.0013
137140,0,0.0114
137141,0,0.002
137142,0,0.0025
137143,0,0.0019
137144,0,0.0018
137145,0,0.0008
137146,0,0.0032
137147,0,0.0007
137148,0,0.006
137149,0,0.0026
137150,0,0.0052
137151,0,0.0012
137152,0,0.0033
137153,0,0.019
137154,0,0.0033
137155,0,0.0029
137156,0,0.0076
137157,0,0.0036
137158,0,0.0009
137159,0,0.0026
137160,0,0.0025
137161,0,0.002
137162,0,0.0026
137163,0,0.0007
137164,0,0.0024
137165,0,0.0044
137166,0,0.0029
137167,0,0.004
137168,0,0.0029
137169,0,0.0032
137170,0,0.0014
137171,0,0.0018
137172,0,0.001
137173,0,0.0034
137174,0,0.0004
137175,0,0.004
137176,0,0.0017
137177,0,0.0057
137178,0,0.0018
137179,0,0.0027
137180,0,0.0009
137181,0,0.0027
137182,0,0.0117
137183,0,0.002
137184,0,0.002
137185,0,0.0053
137186,0,0.0025
137187,0,0.0011
137188,0,0.0085
137189,0,0.0106
137190,0,0.0012
137191,0,0.0019
137192,1,0.5556
137193,0,0.0014
137194,0,0.0019
137195,0,0.0134
137196,0,0.0058
137197,0,0.0034
137198,0,0.0083
137199,0,0.0006
137200,0,0.0015
137201,0,0.0065
137202,0,0.0055
137203,0,0.0011
137204,0,0.0005
137205,0,0.0024
137206,0,0.0012
137207,0,0.0063
137208,0,0.0062
137209,0,0.0012
137210,0,0.0029
137211,0,0.0016
137212,0,0.0064
137213,0,0.0021
137214,0,0.0011
137215,0,0.0044
137216,0,0.0052
137217,0,0.0027
137218,0,0.0063
137219,0,0.0014
137220,0,0.0045
137221,0,0.0041
137222,0,0.0048
137223,0,0.0023
137224,0,0.0028
137225,0,0.0007
137226,0,0.0011
137227,0,0.002
137228,0,0.0079
137229,0,0.0033
137230,0,0.0008
137231,0,0.0055
137232,0,0.0013
137233,0,0.0037
137234,0,0.0011
137235,0,0.0014
137236,0,0.0012
137237,0,0.0009
137238,0,0.0014
137239,0,0.0027
137240,0,0.0011
137241,0,0.0101
137242,0,0.0088
137243,0,0.0037
137244,0,0.01
137245,0,0.0128
137246,0,0.0046
137247,0,0.0009
137248,0,0.0018
137249,0,0.0086
137250,0,0.0019
137251,0,0.0043
137252,0,0.0027
137253,0,0.0012
137254,0,0.0005
137255,0,0.0074
137256,0,0.0075
137257,0,0.0012
137258,0,0.0008
137259,0,0.0011
137260,0,0.0047
137261,0,0.0032
137262,0,0.0036
137263,0,0.0081
137264,0,0.0103
137265,0,0.0074
137266,0,0.0013
137267,0,0.0005
137268,0,0.0007
137269,0,0.0013
137270,0,0.0012
137271,0,0.001
137272,0,0.0188
137273,0,0.0008
137274,0,0.0012
137275,0,0.0017
137276,0,0.0008
137277,0,0.0055
137278,0,0.0018
137279,0,0.0064
137280,0,0.0004
137281,0,0.0026
137282,0,0.0023
137283,0,0.0072
137284,0,0.0019
137285,0,0.0021
137286,0,0.0043
137287,0,0.0022
137288,0,0.0106
137289,0,0.0015
137290,0,0.0015
137291,0,0.0012
137292,0,0.0022
137293,0,0.0034
137294,0,0.0024
137295,0,0.0016
137296,0,0.0047
137297,0,0.0051
137298,0,0.0051
137299,0,0.0012
137300,0,0.0061
137301,0,0.0015
137302,0,0.001
137303,0,0.0043
137304,0,0.0066
137305,0,0.0161
137306,0,0.0072
137307,0,0.0015
137308,0,0.0025
137309,0,0.0018
137310,0,0.003
137311,0,0.0045
137312,0,0.0103
137313,0,0.0013
137314,0,0.0013
137315,0,0.0026
137316,0,0.001
137317,0,0.0014
137318,0,0.0023
137319,0,0.0032
137320,0,0.0035
137321,0,0.0009
137322,0,0.0018
137323,0,0.0086
137324,0,0.0098
137325,0,0.0114
137326,0,0.0006
137327,0,0.0034
137328,0,0.0065
137329,0,0.0023
137330,0,0.0071
137331,0,0.0051
137332,0,0.0015
137333,0,0.0054
137334,0,0.0037
137335,0,0.0025
137336,0,0.0199
137337,0,0.0017
137338,0,0.0039
137339,0,0.0015
137340,0,0.0009
137341,0,0.0005
137342,0,0.001
137343,0,0.0038
137344,0,0.0036
137345,0,0.0015
137346,0,0.006
137347,0,0.007
137348,0,0.0029
137349,0,0.0015
137350,0,0.0014
137351,0,0.0069
137352,0,0.0018
137353,0,0.0041
137354,0,0.0005
137355,0,0.0014
137356,0,0.0004
137357,0,0.0012
137358,0,0.0005
137359,0,0.0017
137360,0,0.0039
137361,0,0.0015
137362,0,0.0022
137363,0,0.0011
137364,0,0.0061
137365,0,0.0006
137366,0,0.0038
137367,0,0.0208
137368,0,0.0011
137369,0,0.0024
137370,0,0.0006
137371,0,0.007
137372,0,0.0016
137373,0,0.0027
137374,0,0.0007
137375,0,0.0015
137376,0,0.0015
137377,0,0.0004
137378,0,0.0024
137379,1,0.9938
137380,0,0.0116
137381,0,0.0011
137382,0,0.0005
137383,0,0.0019
137384,0,0.0027
137385,1,0.9941
137386,0,0.0004
137387,0,0.0002
137388,0,0.0009
137389,0,0.0019
137390,0,0.0006
137391,0,0.0011
137392,0,0.0007
137393,0,0.0033
137394,0,0.0027
137395,0,0.0015
137396,0,0.0009
137397,0,0.0029
137398,0,0.0014
137399,0,0.0246
137400,0,0.0009
137401,0,0.0064
137402,0,0.0014
137403,0,0.0111
137404,0,0.0036
137405,0,0.003
137406,0,0.0041
137407,0,0.001
137408,0,0.0032
137409,0,0.0077
137410,0,0.0035
137411,0,0.0012
137412,0,0.0011
137413,0,0.0061
137414,0,0.0007
137415,0,0.0025
137416,0,0.0008
137417,0,0.0062
137418,0,0.002
137419,0,0.0045
137420,0,0.0028
137421,0,0.0007
137422,0,0.0028
137423,0,0.008
137424,0,0.0082
137425,0,0.0026
137426,0,0.0077
137427,0,0.0047
137428,0,0.0024
137429,0,0.0013
137430,0,0.0043
137431,0,0.0064
137432,0,0.0019
137433,0,0.0034
137434,0,0.003
137435,0,0.0032
137436,0,0.0009
137437,1,0.9956
137438,0,0.0012
137439,0,0.0007
137440,0,0.0029
137441,0,0.0057
137442,0,0.0033
137443,0,0.0074
137444,0,0.003
137445,0,0.0026
137446,0,0.0044
137447,0,0.0039
137448,0,0.001
137449,0,0.002
137450,0,0.0015
137451,0,0.0022
137452,0,0.0012
137453,0,0.0011
137454,0,0.0063
137455,0,0.0049
137456,0,0.0023
137457,0,0.0014
137458,0,0.004
137459,0,0.001
137460,0,0.0047
137461,0,0.0047
137462,0,0.0021
137463,0,0.0076
137464,0,0.001
137465,0,0.002
137466,0,0.001
137467,0,0.0128
137468,0,0.0028
137469,0,0.0006
137470,0,0.0019
137471,0,0.0032
137472,0,0.0006
137473,0,0.0035
137474,0,0.0012
137475,0,0.0017
137476,0,0.0036
137477,0,0.0038
137478,0,0.0166
137479,0,0.0026
137480,0,0.0068
137481,0,0.0012
137482,0,0.0015
137483,0,0.0011
137484,0,0.0014
137485,0,0.0005
137486,0,0.0145
137487,0,0.0118
137488,0,0.0011
137489,0,0.0036
137490,0,0.0072
137491,0,0.0027
137492,0,0.0011
137493,0,0.0076
137494,0,0.0025
137495,0,0.0023
137496,0,0.0004
137497,0,0.0023
137498,0,0.0039
137499,0,0.0035
137500,0,0.0019
137501,0,0.0011
137502,0,0.0007
137503,0,0.0059
137504,0,0.0047
137505,0,0.0011
137506,0,0.004
137507,0,0.0104
137508,0,0.0006
137509,0,0.0027
137510,0,0.0028
137511,0,0.0009
137512,0,0.0014
137513,0,0.0039
137514,0,0.0018
137515,0,0.0029
137516,0,0.0011
137517,0,0.0014
137518,0,0.0009
137519,0,0.0053
137520,0,0.0016
137521,0,0.0022
137522,0,0.0016
137523,0,0.0041
137524,0,0.003
137525,0,0.0015
137526,0,0.0019
137527,0,0.0053
137528,0,0.0141
137529,0,0.0008
137530,0,0.002
137531,0,0.0094
137532,0,0.002
137533,0,0.0038
137534,0,0.0014
137535,0,0.0021
137536,0,0.0049
137537,1,0.9929
137538,0,0.0024
137539,0,0.0011
137540,0,0.0133
137541,0,0.0013
137542,0,0.0022
137543,0,0.0033
137544,0,0.0019
137545,0,0.0009
137546,0,0.0014
137547,0,0.0011
137548,0,0.0021
137549,0,0.0026
137550,0,0.0036
137551,0,0.0019
137552,0,0.0016
137553,0,0.0009
137554,0,0.0044
137555,0,0.0038
137556,0,0.0075
137557,0,0.002
137558,0,0.0019
137559,0,0.0001
137560,0,0.0007
137561,0,0.0014
137562,0,0.0058
137563,0,0.0008
137564,0,0.0026
137565,0,0.0025
137566,0,0.0141
137567,0,0.001
137568,0,0.0011
137569,0,0.0026
137570,0,0.0022
137571,0,0.0012
137572,0,0.0016
137573,0,0.0057
137574,0,0.0109
137575,0,0.0026
137576,0,0.0019
137577,0,0.0027
137578,0,0.0019
137579,0,0.0012
137580,0,0.0022
137581,0,0.0034
137582,0,0.0058
137583,0,0.0007
137584,0,0.0014
137585,0,0.0011
137586,0,0.0049
137587,0,0.0197
137588,0,0.0036
137589,0,0.0028
137590,0,0.0121
137591,0,0.0014
137592,0,0.0023
137593,0,0.0068
137594,0,0.0041
137595,0,0.0014
137596,0,0.0025
137597,0,0.0022
137598,0,0.0026
137599,0,0.0022
137600,0,0.0013
137601,0,0.0042
137602,0,0.0067
137603,0,0.0013
137604,0,0.0019
137605,0,0.0073
137606,0,0.0013
137607,0,0.001
137608,0,0.0099
137609,0,0.0033
137610,0,0.0031
137611,0,0.0041
137612,0,0.0038
137613,0,0.0019
137614,0,0.0024
137615,0,0.006
137616,0,0.0019
137617,0,0.0043
137618,0,0.0011
137619,0,0.0015
137620,0,0.0003
137621,0,0.0011
137622,0,0.0052
137623,0,0.0044
137624,0,0.0046
137625,0,0.0047
137626,0,0.0023
137627,0,0.0021
137628,0,0.0027
137629,0,0.0007
137630,1,0.9949
137631,0,0.0011
137632,0,0.0068
137633,0,0.0019
137634,0,0.0046
137635,0,0.002
137636,0,0.0079
137637,0,0.0025
137638,0,0.0013
137639,0,0.0122
137640,0,0.001
137641,0,0.0136
137642,0,0.0085
137643,0,0.0033
137644,0,0.0025
137645,0,0.0038
137646,0,0.0165
137647,0,0.0016
137648,0,0.0021
137649,0,0.0006
137650,0,0.0009
137651,0,0.0017
137652,0,0.0014
137653,0,0.0017
137654,0,0.0052
137655,0,0.0027
137656,0,0.0012
137657,0,0.0018
137658,0,0.0013
137659,0,0.0017
137660,0,0.0011
137661,0,0.0067
137662,0,0.002
137663,0,0.0013
137664,0,0.0146
137665,0,0.001
137666,0,0.0009
137667,0,0.0013
137668,0,0.0018
137669,0,0.0108
137670,0,0.002
137671,0,0.0012
137672,0,0.0027
137673,0,0.0112
137674,0,0.0242
137675,0,0.0013
137676,0,0.0079
137677,0,0.0164
137678,0,0.0014
137679,0,0.0084
137680,0,0.0009
137681,0,0.0009
137682,0,0.0013
137683,0,0.0022
137684,0,0.0026
137685,0,0.0022
137686,0,0.0053
137687,0,0.0019
137688,0,0.001
137689,0,0.0005
137690,0,0.0011
137691,0,0.0123
137692,0,0.0034
137693,0,0.0009
137694,0,0.002
137695,0,0.0019
137696,0,0.0005
137697,0,0.0021
137698,0,0.0014
137699,0,0.0053
137700,0,0.0021
137701,0,0.0016
137702,0,0.0009
137703,0,0.0012
137704,0,0.001
137705,0,0.006
137706,0,0.002
137707,0,0.0046
137708,0,0.002
137709,0,0.0046
137710,0,0.0017
137711,0,0.0021
137712,0,0.0519
137713,0,0.0009
137714,0,0.011
137715,0,0.0021
137716,0,0.001
137717,0,0.0011
137718,0,0.0037
137719,0,0.0124
137720,0,0.011
137721,0,0.0027
137722,0,0.0028
137723,0,0.002
137724,0,0.0069
137725,0,0.0127
137726,0,0.003
137727,0,0.0099
137728,0,0.0011
137729,0,0.0044
137730,0,0.0008
137731,0,0.0012
137732,0,0.0025
137733,0,0.0017
137734,0,0.0007
137735,0,0.0047
137736,0,0.0033
137737,0,0.004
137738,0,0.0015
137739,0,0.0038
137740,0,0.0057
137741,0,0.0096
137742,0,0.0011
137743,0,0.0008
137744,0,0.0038
137745,0,0.0011
137746,0,0.0012
137747,0,0.0013
137748,0,0.0015
137749,0,0.0041
137750,0,0.0019
137751,0,0.0163
137752,0,0.0008
137753,0,0.0028
137754,0,0.0104
137755,0,0.0073
137756,0,0.0031
137757,0,0.0033
137758,0,0.0028
137759,0,0.0012
137760,0,0.0038
137761,0,0.0019
137762,0,0.0015
137763,0,0.0016
137764,0,0.0018
137765,0,0.0031
137766,0,0.0023
137767,0,0.0015
137768,0,0.0018
137769,0,0.0026
137770,0,0.0023
137771,0,0.0005
137772,0,0.0015
137773,0,0.0028
137774,0,0.0021
137775,0,0.0019
137776,0,0.0004
137777,0,0.0027
137778,0,0.0036
137779,0,0.0028
137780,0,0.0022
137781,0,0.0124
137782,0,0.0011
137783,0,0.001
137784,0,0.0012
137785,0,0.0037
137786,0,0.001
137787,0,0.0011
137788,0,0.0035
137789,0,0.0018
137790,0,0.0038
137791,0,0.0014
137792,0,0.0034
137793,0,0.0009
137794,0,0.0024
137795,0,0.0026
137796,0,0.0011
137797,0,0.0016
137798,0,0.0071
137799,0,0.0038
137800,0,0.0028
137801,0,0.0057
137802,0,0.0021
137803,0,0.0007
137804,0,0.0008
137805,0,0.0015
137806,0,0.0018
137807,0,0.0294
137808,0,0.0064
137809,1,0.9982
137810,0,0.0013
137811,0,0.0006
137812,0,0.0017
137813,0,0.0007
137814,0,0.0037
137815,0,0.0014
137816,0,0.0043
137817,0,0.0136
137818,0,0.0021
137819,0,0.006
137820,0,0.0026
137821,0,0.0014
137822,0,0.0091
137823,0,0.0026
137824,0,0.0009
137825,0,0.044
137826,0,0.0015
137827,0,0.0025
137828,0,0.0013
137829,0,0.0052
137830,0,0.0055
137831,0,0.0016
137832,0,0.0018
137833,0,0.008
137834,0,0.0056
137835,0,0.0038
137836,0,0.0017
137837,0,0.0034
137838,0,0.0011
137839,0,0.001
